,movieID,genres,itemID
2459,2528,Action|Adventure|Sci-Fi,856
1546,1587,Action|Adventure,857
3200,3269,Adventure|Romance|Sci-Fi,858
3348,3417,Adventure|Comedy|Sci-Fi,859
3285,3354,Sci-Fi,860
1243,1263,Drama|War,861
2503,2572,Comedy|Romance,862
2662,2731,Drama,863
2964,3033,Comedy|Sci-Fi,864
2174,2243,Comedy|Drama|Romance,865
2625,2694,Comedy,866
2851,2920,Drama|Romance,867
1913,1982,Horror,868
2907,2976,Drama|Horror,869
2416,2485,Comedy|Romance,870
139,141,Comedy,871
3729,3798,Thriller,872
2638,2707,Thriller,873
2498,2567,Comedy,874
2935,3004,Comedy|Romance,875
2936,3005,Thriller,876
2650,2719,Horror|Thriller,877
158,160,Action|Adventure|Mystery|Sci-Fi,878
738,748,Action|Sci-Fi|Thriller,879
2655,2724,Comedy|Romance,880
2512,2581,Comedy|Romance,881
1725,1783,Film-Noir|Mystery|Thriller,882
1398,1422,Mystery|Thriller,883
3392,3461,Adventure|Drama|Thriller,884
3466,3535,Comedy|Horror|Thriller,885
254,257,Mystery|Thriller,886
821,832,Drama|Thriller,887
752,762,Comedy|Crime,888
2607,2676,Drama|Thriller,889
1814,1883,Comedy,890
2694,2763,Action|Thriller,891
3497,3566,Comedy|Drama,892
2695,2764,Crime|Drama|Thriller,893
1823,1892,Mystery|Thriller,894
1566,1608,Action|Thriller,895
1375,1396,Crime|Drama|Sci-Fi,896
2771,2840,Thriller,897
2772,2841,Thriller,898
3577,3646,Comedy,899
496,500,Comedy,900
3076,3145,Drama,901
2203,2272,Drama,902
2204,2273,Action|Thriller,903
1576,1619,Drama|War,904
1582,1625,Mystery|Thriller,905
1457,1487,Drama|Musical,906
1654,1702,Children's|Comedy|Fantasy,907
2364,2433,Drama,908
69,70,Action|Comedy|Crime|Horror|Thriller,909
1598,1644,Horror|Mystery|Thriller,910
1599,1645,Crime|Horror|Mystery|Thriller,911
2813,2882,Drama,912
2318,2387,Comedy|Crime,913
2320,2389,Crime|Horror|Thriller,914
2892,2961,Comedy|Drama,915
549,553,Western,916
623,628,Drama|Thriller,917
3192,3261,Comedy|Drama|Romance,918
2536,2605,Crime|Thriller,919
1741,1804,Crime|Drama,920
1742,1805,Crime|Drama|Mystery|Thriller,921
2322,2391,Crime|Thriller,922
2325,2394,Animation|Musical,923
3704,3773,Comedy,924
1076,1092,Mystery|Thriller,925
1626,1672,Drama,926
2486,2555,Comedy,927
2560,2629,Comedy|Romance,928
2632,2701,Action|Sci-Fi|Western,929
2499,2568,Action|Crime,930
2644,2713,Horror|Thriller,931
1842,1911,Comedy,932
3447,3516,Comedy|Romance,933
2574,2643,Action|Adventure|Sci-Fi,934
2651,2720,Action|Adventure|Children's|Comedy,935
2653,2722,Action|Sci-Fi|Thriller,936
2736,2805,Comedy|Romance,937
2759,2828,Children's|Comedy,938
2692,2761,Animation|Children's,939
2787,2856,Thriller,940
2300,2369,Comedy|Romance,941
2819,2888,Comedy|Romance,942
2323,2392,Comedy|Drama,943
2906,2975,Drama,944
1163,1179,Crime|Drama|Film-Noir,945
2484,2553,Horror|Sci-Fi|Thriller,946
2485,2554,Horror|Sci-Fi|Thriller,947
3862,3932,Horror|Sci-Fi,948
3793,3863,Sci-Fi|Thriller,949
1168,1185,Drama,950
3434,3503,Drama|Sci-Fi,951
3809,3879,Action,952
3306,3375,Sci-Fi,953
1721,1779,Adventure|Sci-Fi|Thriller,954
162,164,Crime|Film-Noir|Mystery|Thriller,955
3388,3457,Drama,956
316,319,Thriller,957
244,247,Drama|Fantasy|Romance|Thriller,958
1404,1428,Drama,959
1264,1284,Film-Noir|Mystery,960
2591,2660,Sci-Fi,961
2592,2661,Sci-Fi,962
2594,2663,Sci-Fi,963
2595,2664,Horror|Sci-Fi,964
2598,2667,Sci-Fi,965
2599,2668,Horror|Sci-Fi,966
2963,3032,Sci-Fi,967
2242,2311,Mystery|Sci-Fi,968
2104,2173,Adventure|Fantasy|Sci-Fi,969
196,198,Action|Crime|Sci-Fi,970
2683,2752,Comedy|Mystery,971
336,340,Adventure|Drama,972
3631,3700,Drama|Sci-Fi,973
2832,2901,Horror|Sci-Fi,974
3569,3638,Action|Romance|Sci-Fi,975
29,30,Drama,976
1560,1601,Crime|Drama|Film-Noir,977
3644,3713,Drama,978
2843,2912,Action|Crime|Drama,979
3507,3576,Action|Horror|Sci-Fi,980
499,503,Drama,981
290,293,Crime|Drama|Romance|Thriller,982
1572,1614,Comedy,983
2277,2346,Sci-Fi|Thriller,984
930,942,Crime|Film-Noir|Mystery,985
442,446,Drama|Romance,986
1581,1624,Drama,987
3087,3156,Comedy|Drama|Sci-Fi,988
2218,2287,Sci-Fi|Thriller|War,989
2219,2288,Action|Horror|Sci-Fi|Thriller,990
3593,3662,Horror|Sci-Fi|Thriller,991
3525,3594,Drama,992
3231,3300,Action|Sci-Fi,993
1188,1206,Sci-Fi,994
1055,1069,Film-Noir|Thriller,995
75,76,Sci-Fi|Thriller,996
2308,2377,Horror|Sci-Fi,997
1941,2010,Sci-Fi,998
3757,3827,Action|Sci-Fi,999
606,610,Action|Adventure|Animation|Horror|Sci-Fi,1000
1061,1077,Comedy|Sci-Fi,1001
2457,2526,Sci-Fi,1002
2458,2527,Action|Sci-Fi|Thriller|Western,1003
2385,2454,Horror|Sci-Fi,1004
2386,2455,Horror|Sci-Fi,1005
3627,3696,Comedy|Horror|Sci-Fi,1006
2464,2533,Action|Sci-Fi,1007
1281,1301,Sci-Fi,1008
698,707,Crime|Film-Noir|Thriller,1009
2544,2613,Action|Horror|Sci-Fi,1010
2473,2542,Comedy|Crime|Thriller,1011
492,496,Comedy|Drama|Romance,1012
2480,2549,Action|Sci-Fi,1013
1696,1748,Film-Noir|Sci-Fi|Thriller,1014
3857,3927,Adventure|Sci-Fi,1015
2047,2116,Adventure|Animation|Children's|Sci-Fi,1016
2048,2117,Drama|Sci-Fi,1017
2916,2985,Action|Crime|Sci-Fi,1018
2920,2989,Action,1019
2054,2123,Animation|Children's,1020
1983,2052,Children's|Comedy,1021
2924,2993,Action,1022
1169,1186,Drama,1023
219,222,Drama|Romance,1024
156,158,Adventure|Children's,1025
3807,3877,Action|Adventure|Fantasy,1026
2070,2139,Animation|Children's,1027
3371,3440,Action|Children's|Fantasy,1028
728,737,Action|Sci-Fi,1029
2649,2718,Comedy,1030
2504,2573,Drama,1031
299,302,Drama|Romance,1032
229,232,Comedy|Drama,1033
2072,2141,Animation|Children's|Comedy,1034
2073,2142,Animation|Children's|Comedy,1035
166,168,Action|Adventure|Drama|Romance,1036
2074,2143,Adventure|Fantasy|Romance,1037
2076,2145,Comedy|Drama|Romance,1038
1323,1344,Film-Noir|Thriller,1039
3819,3889,Action|Adventure|Fantasy,1040
1255,1275,Action|Adventure,1041
3457,3526,Comedy|Drama,1042
310,313,Animation|Children's,1043
2084,2153,Action|Adventure,1044
2014,2083,Children's|Musical,1045
2016,2085,Animation|Children's,1046
2020,2089,Animation|Children's,1047
2738,2807,Action|Sci-Fi,1048
2670,2739,Drama,1049
3328,3397,Children's|Comedy,1050
3329,3398,Children's|Comedy,1051
3330,3399,Children's|Comedy,1052
323,327,Action|Comedy|Musical|Sci-Fi,1053
1346,1367,Children's|Comedy,1054
828,839,Action|Thriller,1055
992,1005,Children's|Comedy,1056
401,405,Action|Sci-Fi,1057
1807,1876,Action|Drama|Sci-Fi|Thriller,1058
258,261,Drama,1059
259,262,Children's|Drama,1060
2179,2248,Comedy|Drama|Romance,1061
1000,1013,Children's|Drama,1062
1813,1882,Action|Sci-Fi,1063
1887,1956,Drama,1064
25,26,Drama,1065
2184,2253,Action|Comedy|Fantasy,1066
3636,3705,Action|Adventure|Romance|Thriller,1067
3564,3633,Action,1068
3566,3635,Action,1069
1891,1960,Drama|War,1070
3570,3639,Action,1071
2333,2402,Action|War,1072
2335,2404,Action|War,1073
1565,1606,Action|Adventure,1074
1370,1391,Action|Comedy|Sci-Fi|War,1075
1020,1033,Animation|Children's,1076
288,291,Thriller,1077
43,44,Action|Adventure,1078
2279,2348,Drama,1079
928,940,Action|Adventure,1080
2352,2421,Action|Adventure|Drama,1081
2353,2422,Action|Adventure|Drama,1082
1110,1126,Comedy|Fantasy,1083
1522,1562,Action|Adventure|Crime,1084
1467,1499,Action|Adventure|Thriller,1085
1050,1064,Animation|Children's|Comedy,1086
528,532,Comedy|Crime|Horror,1087
462,466,Action|Comedy|War,1088
2304,2373,Action|Adventure,1089
1945,2014,Children's|Comedy,1090
2884,2953,Children's|Comedy,1091
1950,2019,Action|Drama,1092
612,616,Animation|Children's,1093
542,546,Action|Adventure|Children's|Sci-Fi,1094
2381,2450,Adventure|Children's|Sci-Fi,1095
471,475,Drama,1096
85,86,Adventure|Drama,1097
1951,2020,Drama|Romance,1098
1956,2025,Drama|Romance,1099
2824,2893,Action|Drama,1100
3629,3698,Action|Adventure|Sci-Fi,1101
481,485,Action|Comedy,1102
1550,1591,Action|Adventure|Sci-Fi|Thriller,1103
1688,1739,Action|Children's,1104
3841,3911,Comedy,1105
1078,1094,Drama|Romance|War,1106
489,493,Action|Crime|Drama,1107
1973,2042,Children's|Comedy,1108
1222,1242,Action|Drama|War,1109
3860,3930,Horror,1110
1301,1321,Horror,1111
2921,2990,Action,1112
2922,2991,Action,1113
1307,1327,Horror,1114
1238,1258,Horror,1115
2564,2633,Horror|Romance,1116
2569,2638,Horror,1117
1384,1407,Horror|Thriller,1118
1314,1334,Horror|Sci-Fi,1119
1995,2064,Comedy|Documentary,1120
2575,2644,Horror,1121
2577,2646,Horror,1122
2578,2647,Horror,1123
2505,2574,Comedy,1124
1716,1772,Action|Comedy|Musical,1125
2579,2648,Horror,1126
2580,2649,Horror,1127
1319,1340,Horror,1128
2584,2653,Horror,1129
1329,1350,Horror,1130
2091,2160,Horror|Thriller,1131
326,330,Comedy|Horror,1132
1352,1373,Action|Adventure|Sci-Fi,1133
831,842,Horror,1134
775,785,Comedy,1135
2767,2836,Comedy,1136
416,420,Action|Comedy,1137
3139,3208,Action|Comedy,1138
2269,2338,Horror|Mystery|Thriller,1139
2126,2195,Comedy,1140
1905,1974,Horror,1141
868,879,Horror,1142
2713,2782,Horror,1143
2720,2789,Horror,1144
3013,3082,Action|Thriller,1145
2791,2860,Comedy,1146
2721,2790,Horror,1147
3527,3596,Comedy,1148
1925,1994,Horror|Thriller,1149
2433,2502,Comedy|Romance,1150
2298,2367,Action|Adventure|Horror,1151
2227,2296,Comedy,1152
1935,2004,Comedy|Horror,1153
2880,2949,Action,1154
1668,1717,Horror|Thriller,1155
2307,2376,Action,1156
3683,3752,Comedy,1157
1201,1219,Horror|Thriller,1158
3256,3325,Comedy|Drama,1159
1609,1655,Horror,1160
2034,2103,Adventure|Children's,1161
3204,3273,Horror|Mystery|Thriller,1162
1647,1694,Drama,1163
1441,1468,Comedy|Romance,1164
581,585,Comedy,1165
2931,3000,Action|Adventure|Animation,1166
2731,2800,Animation|Children's,1167
2984,3053,Drama|War,1168
3199,3268,Action|Comedy,1169
3705,3774,Comedy,1170
3286,3355,Thriller,1171
1701,1754,Action|Mystery|Thriller,1172
143,145,Action,1173
1643,1689,Comedy|Mystery,1174
2053,2122,Horror|Thriller,1175
2065,2134,Comedy,1176
1382,1405,Animation|Comedy,1177
2948,3017,Horror,1178
1326,1347,Horror,1179
807,818,Comedy,1180
3381,3450,Comedy,1181
671,678,Drama|Thriller,1182
309,312,Comedy,1183
171,173,Action|Adventure|Sci-Fi,1184
2081,2150,Comedy,1185
1401,1425,Comedy,1186
3826,3896,Crime|Thriller,1187
1739,1799,Crime|Drama,1188
253,256,Comedy|Sci-Fi,1189
183,185,Sci-Fi|Thriller,1190
2094,2163,Comedy|Horror,1191
1413,1438,Action|Thriller,1192
822,833,Comedy,1193
2602,2671,Comedy|Romance,1194
898,910,Comedy|Crime,1195
2180,2249,Comedy,1196
761,771,Comedy|Drama,1197
838,849,Action|Adventure|Sci-Fi|Thriller,1198
3051,3120,Comedy,1199
2983,3052,Comedy,1200
2120,2189,Animation,1201
776,786,Action|Thriller,1202
425,429,Comedy,1203
2194,2263,Thriller,1204
2196,2265,Adventure|Comedy,1205
1021,1034,Crime,1206
788,798,Action|Adventure|Thriller,1207
789,799,Comedy|Horror,1208
1024,1037,Action|Sci-Fi|Thriller,1209
3141,3210,Comedy,1210
2344,2413,Comedy|Mystery,1211
2347,2416,Comedy,1212
1034,1047,Action|Thriller,1213
3591,3660,Horror|Sci-Fi|Thriller,1214
3592,3661,Horror|Sci-Fi|Thriller,1215
2723,2792,Comedy,1216
1922,1991,Horror,1217
2725,2794,Comedy,1218
64,65,Comedy,1219
1187,1205,Action|Animation|Children's|Sci-Fi|Thriller|War,1220
3174,3243,Comedy,1221
2305,2374,Comedy|Drama,1222
469,473,Comedy|War,1223
80,81,Crime|Drama|Romance,1224
3189,3258,Comedy,1225
110,112,Action|Adventure|Crime,1226
3765,3835,Thriller,1227
1204,1222,Action|Drama|War,1228
3847,3917,Horror,1229
2409,2478,Comedy|Western,1230
1228,1248,Crime|Film-Noir|Thriller,1231
1229,1249,Thriller,1232
3351,3420,Drama|Thriller,1233
3436,3505,Thriller,1234
1172,1189,Documentary,1235
3438,3507,Comedy,1236
3366,3435,Crime|Film-Noir,1237
653,659,Crime|Thriller,1238
2133,2202,Drama|Thriller|War,1239
1247,1267,Film-Noir|Thriller,1240
1181,1199,Sci-Fi,1241
2573,2642,Action|Adventure|Sci-Fi,1242
1776,1845,Comedy|Thriller,1243
3882,3952,Drama|Thriller,1244
2079,2148,Comedy|Horror,1245
2080,2149,Comedy|Horror,1246
3452,3521,Comedy|Crime|Drama,1247
668,674,Adventure|Sci-Fi,1248
2657,2726,Crime|Film-Noir,1249
2739,2808,Action|Sci-Fi,1250
3035,3104,Action|Adventure|Comedy|Crime,1251
185,187,Comedy,1252
891,903,Mystery|Thriller,1253
3549,3618,Comedy,1254
3405,3474,Sci-Fi|Thriller,1255
10,11,Comedy|Drama|Romance,1256
2172,2241,Comedy,1257
2975,3044,Mystery|Romance|Thriller,1258
194,196,Horror|Sci-Fi,1259
899,911,Comedy|Mystery|Romance|Thriller,1260
2107,2176,Thriller,1261
3482,3551,Thriller,1262
3487,3556,Comedy|Drama,1263
1889,1958,Comedy|Drama,1264
2253,2322,Action|Adventure|Sci-Fi|Thriller|War,1265
2190,2259,Comedy|Romance,1266
1367,1388,Action|Horror,1267
3565,3634,Thriller,1268
3639,3708,Horror|Thriller,1269
1896,1965,Comedy|Sci-Fi,1270
2340,2409,Action|Drama,1271
2848,2917,Crime|Thriller,1272
427,431,Crime|Drama,1273
2341,2410,Action|Drama,1274
2342,2411,Action|Drama,1275
44,45,Comedy|Drama,1276
2350,2419,Drama|Thriller,1277
939,951,Comedy,1278
517,521,Crime|Thriller,1279
3671,3740,Action|Comedy,1280
3672,3741,Crime|Drama,1281
2442,2511,Crime,1282
1194,1212,Mystery|Thriller,1283
1200,1218,Action|Thriller,1284
3694,3763,Action|Crime|Thriller,1285
1209,1227,Crime|Drama|Thriller,1286
552,556,Documentary,1287
3269,3338,Documentary,1288
123,125,Comedy,1289
3701,3770,Adventure|Crime|Sci-Fi|Thriller,1290
1286,1306,Drama|Sci-Fi,1291
2904,2973,Comedy,1292
3850,3920,Drama|Fantasy,1293
1293,1313,Crime,1294
2049,2118,Horror|Thriller,1295
2050,2119,Horror,1296
3355,3424,Comedy|Drama,1297
3292,3361,Comedy,1298
2063,2132,Drama,1299
300,303,Action|Adventure|Western,1300
2075,2144,Comedy,1301
173,175,Drama,1302
2232,2301,Comedy,1303
2176,2245,Comedy|Drama,1304
2688,2757,Drama,1305
3638,3707,Drama,1306
421,425,Drama|Romance,1307
2846,2915,Comedy,1308
368,372,Comedy|Drama,1309
2283,2352,Comedy|Drama,1310
1043,1057,Comedy|Musical|Romance,1311
464,468,Comedy|Romance,1312
1617,1663,Comedy,1313
2640,2709,Children's|Comedy,1314
155,157,Comedy|War,1315
1851,1920,Animation|Children's|Fantasy|War,1316
680,688,Action|Adventure|Comedy|War,1317
3607,3676,Drama|Horror,1318
3353,3422,Comedy|Romance,1319
3354,3423,Drama,1320
710,719,Comedy,1321
3357,3426,Drama|Romance,1322
3218,3287,Animation|Children's,1323
2489,2558,Comedy|Romance,1324
215,217,Drama|Thriller,1325
1984,2053,Children's|Comedy|Sci-Fi,1326
1990,2059,Children's|Drama,1327
715,724,Drama|Horror,1328
3433,3502,Drama,1329
3437,3506,Comedy|Drama,1330
3291,3360,Drama,1331
1765,1833,Action|Drama|Thriller,1332
2,3,Comedy|Romance,1333
4,5,Comedy,1334
794,804,Comedy|Romance,1335
3372,3441,Action|War,1336
231,234,Comedy,1337
233,236,Comedy|Romance,1338
234,237,Comedy|Romance,1339
2077,2146,Drama|Romance,1340
667,673,Adventure|Animation|Children's|Comedy|Fantasy,1341
312,315,Action,1342
2085,2154,Drama|Romance,1343
1265,1285,Comedy,1344
249,252,Comedy|Romance,1345
3545,3614,Comedy|Romance,1346
1278,1298,Drama|Musical|War,1347
3474,3543,Comedy|Drama,1348
990,1003,Drama|Thriller,1349
685,694,Action,1350
2971,3040,Comedy,1351
2244,2313,Drama,1352
264,267,Comedy,1353
193,195,Comedy|Drama|Romance,1354
2178,2247,Comedy,1355
1811,1880,Drama,1356
409,413,Comedy,1357
412,416,Western,1358
1819,1888,Comedy|Drama|Romance,1359
273,276,Comedy|Romance,1360
275,278,Comedy,1361
2987,3056,Thriller,1362
1360,1381,Comedy|Musical|Romance,1363
1430,1457,Comedy|Romance,1364
841,852,Comedy|Romance,1365
2837,2906,Drama|Romance,1366
1008,1021,Children's|Comedy,1367
346,350,Drama|Mystery|Thriller,1368
420,424,Drama,1369
3061,3130,Comedy,1370
2334,2403,Action,1371
3137,3206,Romance,1372
2994,3063,Thriller,1373
2192,2261,Comedy,1374
37,38,Comedy,1375
2193,2262,Comedy|Drama|Romance,1376
1436,1463,Comedy|Romance,1377
1369,1390,Comedy,1378
2197,2266,Comedy|Romance,1379
2200,2269,Drama,1380
1084,1100,Action|Romance,1381
428,432,Comedy|Western,1382
2710,2779,Comedy,1383
357,361,Drama|Romance,1384
2343,2412,Action|Drama,1385
1502,1541,Comedy|Romance,1386
3150,3219,Thriller,1387
2349,2418,Comedy,1388
3515,3584,Action|Drama|Romance|Thriller,1389
507,511,Action|Drama,1390
514,518,Comedy,1391
441,445,Comedy,1392
2351,2420,Drama,1393
3083,3152,Drama,1394
374,378,Comedy|Romance,1395
1517,1556,Action|Romance|Thriller,1396
3521,3590,Comedy,1397
446,450,Comedy|Drama,1398
2729,2798,Comedy,1399
377,381,Drama,1400
451,455,Adventure|Children's|Drama,1401
1655,1703,Comedy,1402
3239,3308,Comedy|Drama,1403
63,64,Comedy|Romance,1404
3029,3098,Drama,1405
2873,2942,Drama|Romance,1406
2806,2875,Drama|Mystery|Romance,1407
601,605,Drama|Romance,1408
605,609,Adventure|Children's,1409
459,463,Crime|Drama|Thriller,1410
1664,1713,Children's|Comedy,1411
1594,1640,Comedy,1412
463,467,Comedy,1413
73,74,Drama|Romance,1414
3179,3248,Comedy,1415
2378,2447,Comedy|Drama,1416
2881,2950,Adventure|Drama|Romance,1417
3615,3684,Drama|Romance,1418
3617,3686,Thriller,1419
608,612,Comedy,1420
536,540,Thriller,1421
3620,3689,Comedy,1422
467,471,Comedy|Romance,1423
468,472,Comedy|Drama,1424
2390,2459,Horror,1425
1547,1588,Children's|Comedy,1426
116,118,Comedy|Romance,1427
3621,3690,Comedy,1428
546,550,Comedy|Romance,1429
3262,3331,Drama,1430
3194,3263,Comedy,1431
483,487,Comedy|Western,1432
2394,2463,Comedy,1433
92,94,Drama,1434
120,122,Comedy|Romance,1435
1552,1593,Comedy|Romance,1436
3776,3846,Comedy,1437
487,491,Drama,1438
3205,3274,Action,1439
2404,2473,Comedy,1440
495,499,Comedy|Romance,1441
205,207,Drama|Romance,1442
133,135,Comedy,1443
1164,1180,Comedy,1444
3295,3364,Crime|Film-Noir,1445
1997,2066,Film-Noir,1446
3400,3469,Drama,1447
893,905,Comedy,1448
910,922,Film-Noir,1449
2117,2186,Film-Noir|Thriller,1450
918,930,Film-Noir|Romance|Thriller,1451
935,947,Comedy,1452
3661,3730,Drama|Mystery,1453
943,955,Comedy,1454
524,528,Drama,1455
3614,3683,Drama|Film-Noir,1456
1218,1237,Drama,1457
2481,2550,Horror|Thriller,1458
142,144,Comedy,1459
889,901,Comedy|Musical,1460
894,906,Mystery|Thriller,1461
3479,3548,Comedy|Drama,1462
330,334,Drama,1463
835,846,Drama,1464
916,928,Romance|Thriller,1465
1190,1208,Drama|War,1466
1206,1224,Drama|War,1467
3297,3366,Action|Adventure|War,1468
3301,3370,Drama|Thriller,1469
1727,1785,Action|Crime,1470
3033,3102,Thriller,1471
2993,3062,Action|Drama|War,1472
3657,3726,Action|Thriller,1473
2294,2363,Action|Sci-Fi,1474
2875,2944,Action|War,1475
3766,3836,Action|Comedy|War,1476
3700,3769,Action,1477
1069,1085,Adventure|Drama,1478
3336,3405,Action|Drama,1479
2465,2534,Action,1480
3128,3197,Action,1481
490,494,Action|Thriller,1482
1160,1176,Drama,1483
3873,3943,Comedy,1484
3879,3949,Drama,1485
1853,1922,Drama,1486
3485,3554,Drama|Romance,1487
1028,1041,Drama,1488
1611,1657,Documentary,1489
2475,2544,Drama,1490
2139,2208,Comedy|Mystery|Romance|Thriller,1491
1996,2065,Comedy|Drama|Romance,1492
2943,3012,Comedy,1493
2953,3022,Comedy,1494
2959,3028,Comedy,1495
1261,1281,Comedy,1496
3393,3462,Comedy,1497
1868,1937,Comedy,1498
1277,1297,Comedy,1499
2678,2747,Comedy|Horror,1500
909,921,Comedy,1501
3131,3200,Comedy|Drama,1502
921,933,Comedy|Romance|Thriller,1503
3571,3640,Comedy|Drama,1504
1907,1976,Horror,1505
934,946,Comedy|Drama|War,1506
2853,2922,Western,1507
2711,2780,Comedy|Horror,1508
3019,3088,Comedy,1509
945,957,Drama,1510
2866,2935,Comedy|Romance,1511
2867,2936,Comedy,1512
3027,3096,Comedy,1513
949,961,Drama,1514
2801,2870,Comedy,1515
3175,3244,Comedy|Romance,1516
1216,1235,Comedy,1517
3272,3341,Comedy,1518
3280,3349,Comedy,1519
3360,3429,Animation|Comedy,1520
3217,3286,Comedy,1521
27,28,Romance,1522
3090,3159,Animation|Children's|Musical,1523
3751,3821,Comedy,1524
3718,3787,Comedy,1525
1634,1680,Drama|Romance,1526
3865,3935,Horror,1527
1166,1183,Drama|Romance|War,1528
3435,3504,Comedy|Drama,1529
2568,2637,Horror,1530
2496,2565,Musical,1531
152,154,Drama,1532
1652,1699,Drama,1533
2137,2206,Mystery|Thriller,1534
1313,1333,Horror,1535
2949,3018,Horror,1536
2950,3019,Crime|Drama,1537
2002,2071,Drama,1538
1252,1272,Drama|War,1539
1327,1348,Horror,1540
2581,2650,Horror,1541
2234,2303,Drama|Musical,1542
1275,1295,Drama,1543
895,907,Comedy|Musical|Romance,1544
1279,1299,Drama|War,1545
3477,3546,Drama|Thriller,1546
2748,2817,Action|War,1547
2605,2674,Drama,1548
1877,1946,Drama|Romance,1549
3041,3110,Drama,1550
3042,3111,Drama,1551
2109,2178,Thriller,1552
1004,1017,Adventure|Children's,1553
3052,3121,Film-Noir,1554
2114,2183,Thriller,1555
915,927,Comedy,1556
3429,3498,Drama,1557
3134,3203,Thriller,1558
3135,3204,Thriller,1559
1437,1464,Mystery,1560
919,931,Mystery|Romance|Thriller,1561
2275,2344,Action|Adventure|Drama|Thriller,1562
2852,2921,Western,1563
937,949,Drama,1564
3658,3727,Comedy|Horror,1565
2857,2926,Comedy|Drama,1566
3518,3587,Horror,1567
3664,3733,Drama,1568
2863,2932,Drama,1569
2798,2867,Comedy|Horror,1570
3530,3599,Comedy|Musical,1571
3161,3230,Thriller,1572
3098,3167,Drama,1573
3100,3169,Drama,1574
2872,2941,Musical|Romance|War,1575
1114,1130,Horror,1576
1047,1061,Crime|Drama,1577
3612,3681,Western,1578
3691,3760,Comedy,1579
3624,3693,Comedy|Horror,1580
1136,1152,Crime|Film-Noir|Thriller,1581
1070,1086,Mystery|Thriller,1582
2398,2467,Mystery,1583
1280,1300,Drama,1584
3774,3844,Drama,1585
1212,1231,Drama,1586
3271,3340,Horror|Sci-Fi,1587
2543,2612,Drama,1588
561,565,Horror,1589
3202,3271,Drama,1590
2914,2983,Thriller,1591
1767,1835,Romance,1592
3318,3387,Comedy,1593
826,837,Children's|Comedy,1594
1826,1895,Comedy|Drama|Romance,1595
3643,3712,Comedy,1596
3528,3597,Comedy,1597
2727,2796,Comedy,1598
2363,2432,Drama,1599
2310,2379,Comedy,1600
2311,2380,Comedy,1601
2313,2382,Comedy,1602
2314,2383,Comedy,1603
2402,2471,Adventure|Comedy,1604
1231,1251,Drama,1605
2639,2708,Romance,1606
1707,1760,Comedy|Musical,1607
3296,3365,Western,1608
153,155,Drama|War,1609
3801,3871,Drama|Western,1610
793,803,Romance,1611
1244,1264,Action|Drama|Mystery|Romance|Thriller,1612
3443,3512,Drama|Romance,1613
2506,2575,Drama,1614
1395,1419,Drama,1615
813,824,Drama,1616
2019,2088,Adventure|Comedy|Musical,1617
2663,2732,Drama,1618
3398,3467,Drama|Western,1619
2169,2238,Comedy|Drama,1620
2170,2239,Comedy|Drama,1621
3404,3473,Comedy,1622
3480,3549,Musical,1623
1880,1949,Drama,1624
2102,2171,Comedy|Drama|Romance,1625
2613,2682,Drama,1626
3498,3567,Comedy,1627
1895,1964,Drama|Mystery,1628
2991,3060,Comedy|Drama,1629
2262,2331,Comedy|Romance,1630
2992,3061,Comedy|Musical,1631
852,863,Comedy,1632
2850,2919,Drama|Romance,1633
3580,3649,Drama,1634
933,945,Comedy|Musical|Romance,1635
3656,3725,Animation|Musical,1636
936,948,Drama,1637
3022,3091,Drama|War,1638
953,965,Thriller,1639
3251,3320,Comedy|Romance,1640
1062,1078,Comedy|War,1641
2316,2385,Comedy|Romance,1642
3761,3831,Comedy,1643
1065,1081,Comedy|Musical,1644
2900,2969,Drama|Romance,1645
121,123,Drama|Mystery|Romance,1646
1146,1162,Comedy,1647
2542,2611,Drama,1648
2405,2474,Drama,1649
3782,3852,Comedy,1650
1156,1172,Comedy|Drama|Romance,1651
3719,3788,Drama|Mystery,1652
1760,1827,Comedy|Documentary,1653
230,233,Drama,1654
170,172,Action|Sci-Fi|Thriller,1655
176,178,Comedy,1656
2086,2155,Comedy,1657
2746,2815,Action|War,1658
1806,1875,Comedy,1659
3411,3480,Drama,1660
2181,2250,Drama,1661
3637,3706,Film-Noir|Mystery|Thriller,1662
1894,1963,Comedy,1663
1562,1603,Sci-Fi|Thriller,1664
2265,2334,Action|Thriller,1665
1374,1395,Comedy|Drama,1666
2705,2774,Comedy|Romance,1667
503,507,Action|Drama,1668
3073,3142,Documentary|Musical,1669
1574,1616,Action|Thriller|War,1670
445,449,Comedy,1671
1451,1480,Action|Drama|Thriller,1672
1131,1147,Documentary,1673
3628,3697,Action|Sci-Fi|Thriller,1674
3127,3196,Drama|War,1675
2903,2972,Drama|War,1676
2471,2540,Action|Crime|Drama|Thriller,1677
3794,3864,Action|Adventure|Sci-Fi,1678
1908,1977,Horror,1679
1332,1353,Comedy|Romance,1680
682,691,Comedy|Romance,1681
2608,2677,Documentary,1682
12,13,Animation|Children's,1683
769,779,Drama|Romance,1684
1825,1894,Adventure|Comedy|Romance,1685
45,46,Drama|Romance,1686
1577,1620,Crime|Drama|Thriller,1687
90,92,Drama|Thriller,1688
486,490,Thriller,1689
2703,2772,Comedy,1690
3088,3157,Children's|Comedy,1691
1958,2027,Comedy|Crime,1692
3450,3519,Action|War,1693
2600,2669,War,1694
